Codice Articolo Fornitore2222;Unita di Misura;Prezzo;Data Inizio Validita;Sconto 1;Sconto 2;Sconto 3;Sconto 4;Sconto 5;Sconto 6
77821;Pz;2,58;10/06/23;;;;;;
77822;Pz;2,73;10/06/23;;;;;;
77823;Pz;2,67;10/06/23;;;;;;
95076;Pz;7,8;10/06/23;;;;;;
95077;Pz;4,06;10/06/23;;;;;;
95078;Pz;10,6;10/06/23;;;;;;
88605;Pz;1,78;10/06/23;;;;;;
88606;Pz;1,93;10/06/23;;;;;;
88607;Pz;1,93;10/06/23;;;;;;
88608;Pz;2,26;10/06/23;;;;;;
88609;Pz;1,93;10/06/23;;;;;;
88610;CZ;9,15;10/06/23;;;;;;
363;Pz;123,8;10/06/23;;;;;;
757;Pz;35,8;10/06/23;;;;;;
758;Pz;20,7;10/06/23;;;;;;
759;Pz;7,73;10/06/23;;;;;;
760;Pz;103,6;10/06/23;;;;;;
761;Pz;103,6;10/06/23;;;;;;
762;Pz;127,5;10/06/23;;;;;;
763;Pz;140;10/06/23;;;;;;
764;Pz;145,2;10/06/23;;;;;;
76916;Pz;5,35;10/06/23;;;;;;
76917;Pz;17,2;10/06/23;;;;;;
76918;Pz;7,31;10/06/23;;;;;;
76919;Pz;14,8;10/06/23;;;;;;
76920;Pz;7,31;10/06/23;;;;;;
76921;Pz;39,3;10/06/23;;;;;;
76922;Pz;59;10/06/23;;;;;;
76923;Pz;76,5;10/06/23;;;;;;
76924;Pz;78,1;10/06/23;;;;;;
76925;CZ;15,5;10/06/23;;;;;;
76926;Pz;79,6;10/06/23;;;;;;
76927;CZ;14,1;10/06/23;;;;;;
76929;Pz;0,6;10/06/23;;;;;;
76930;CZ;8,84;10/06/23;;;;;;
77835;Pz;93,8;10/06/23;;;;;;
79641;Pz;91,1;10/06/23;;;;;;
79642;Pz;145,4;10/06/23;;;;;;
79643;Pz;124,3;10/06/23;;;;;;
80100;Pz;30;10/06/23;;;;;;
85480;Pz;119,2;10/06/23;;;;;;
85481;CZ;15;10/06/23;;;;;;
85482;CZ;8,29;10/06/23;;;;;;
85483;CZ;13,9;10/06/23;;;;;;
87994;Pz;28,9;10/06/23;;;;;;
89327;Pz;138;10/06/23;;;;;;
89328;CZ;12,3;10/06/23;;;;;;
89329;CZ;12,3;10/06/23;;;;;;
89330;CZ;17,2;10/06/23;;;;;;
89331;CZ;12,3;10/06/23;;;;;;
89332;CZ;12,3;10/06/23;;;;;;
89333;CZ;19,7;10/06/23;;;;;;
89334;Pz;14,3;10/06/23;;;;;;
75863;CZ;5,02;10/06/23;;;;;;
75864;CZ;4,59;10/06/23;;;;;;
75865;CZ;5,31;10/06/23;;;;;;
75866;CZ;2,49;10/06/23;;;;;;
77811;CZ;5,45;10/06/23;;;;;;
77813;CZ;16,8;10/06/23;;;;;;
94806;Pz;1,2;10/06/23;;;;;;
94808;CZ;2,27;10/06/23;;;;;;
51375;Pz;1,4;10/06/23;;;;;;
51389;Pz;6,21;10/06/23;;;;;;
51391;Pz;19,4;10/06/23;;;;;;
54236;Pz;22,5;10/06/23;;;;;;
54240;Pz;16,1;10/06/23;;;;;;
59035;Pz;1,48;10/06/23;;;;;;
62923;CZ;18,1;10/06/23;;;;;;
64373;CZ;6,75;10/06/23;;;;;;
51821;Pz;4,08;10/06/23;;;;;;
64039;Pz;6,65;10/06/23;;;;;;
94773;CZ;0,61;10/06/23;;;;;;
94774;Pz;0,262;10/06/23;;;;;;
94775;Pz;0,262;10/06/23;;;;;;
94776;Pz;0,262;10/06/23;;;;;;
80260;Pz;17,5;10/06/23;;;;;;
80262;Pz;26,1;10/06/23;;;;;;
80263;Pz;18,7;10/06/23;;;;;;
69801;Pz;19,5;10/06/23;;;;;;
9986;Pz;16;10/06/23;;;;;;
9987;Pz;5,08;10/06/23;;;;;;
9991;Pz;8,8;10/06/23;;;;;;
9992;Pz;12,8;10/06/23;;;;;;
18585;Pz;9,37;10/06/23;;;;;;
22624;Pz;6,6;10/06/23;;;;;;
24523;Pz;9,37;10/06/23;;;;;;
24573;Pz;4,82;10/06/23;;;;;;
24574;Pz;6,7;10/06/23;;;;;;
24575;Pz;4,82;10/06/23;;;;;;
24576;Pz;6,7;10/06/23;;;;;;
24577;Pz;5,97;10/06/23;;;;;;
24578;Pz;8,22;10/06/23;;;;;;
24579;Pz;5,97;10/06/23;;;;;;
24580;Pz;8,22;10/06/23;;;;;;
24584;Pz;2,59;10/06/23;;;;;;
24585;Pz;2,04;10/06/23;;;;;;
31519;Pz;21,7;10/06/23;;;;;;
31815;Pz;22;10/06/23;;;;;;
34841;Pz;45,4;10/06/23;;;;;;
35293;Pz;94,4;10/06/23;;;;;;
35296;Pz;10,5;10/06/23;;;;;;
35297;Pz;10,1;10/06/23;;;;;;
35299;Pz;15;10/06/23;;;;;;
35300;Pz;15;10/06/23;;;;;;
37301;Pz;6,44;10/06/23;;;;;;
38153;Pz;2,81;10/06/23;;;;;;
39223;Pz;8,8;10/06/23;;;;;;
39224;Pz;12,8;10/06/23;;;;;;
39228;Pz;9,48;10/06/23;;;;;;
39229;Pz;12,5;10/06/23;;;;;;
51354;Pz;4,59;10/06/23;;;;;;
62771;Pz;33,3;10/06/23;;;;;;
63501;Pz;25,6;10/06/23;;;;;;
63502;Pz;35,1;10/06/23;;;;;;
63503;Pz;60,6;10/06/23;;;;;;
63504;Pz;57,6;10/06/23;;;;;;
63505;Pz;94,2;10/06/23;;;;;;
63506;Pz;75;10/06/23;;;;;;
63507;Pz;111,5;10/06/23;;;;;;
63508;Pz;64,1;10/06/23;;;;;;
63512;Pz;22,4;10/06/23;;;;;;
63513;Pz;9,89;10/06/23;;;;;;
63514;Pz;9,89;10/06/23;;;;;;
63515;Pz;13;10/06/23;;;;;;
63516;Pz;8,9;10/06/23;;;;;;
63517;Pz;8,9;10/06/23;;;;;;
63518;Pz;9,69;10/06/23;;;;;;
63519;Pz;9,69;10/06/23;;;;;;
63522;Pz;13,4;10/06/23;;;;;;
63523;Pz;13,5;10/06/23;;;;;;
63524;Pz;25,3;10/06/23;;;;;;
71567;Pz;8,01;10/06/23;;;;;;
71568;Pz;8,01;10/06/23;;;;;;
71569;Pz;11;10/06/23;;;;;;
71570;Pz;11;10/06/23;;;;;;
71695;Pz;12;10/06/23;;;;;;
79197;Pz;4,7;10/06/23;;;;;;
79198;Pz;6,07;10/06/23;;;;;;
79199;Pz;6,07;10/06/23;;;;;;
79200;Pz;8,39;10/06/23;;;;;;
79201;Pz;11;10/06/23;;;;;;
79202;Pz;8,04;10/06/23;;;;;;
81300;Pz;41,5;10/06/23;;;;;;
81301;Pz;70,2;10/06/23;;;;;;
81302;Pz;15,8;10/06/23;;;;;;
81303;Pz;18,9;10/06/23;;;;;;
82074;Pz;22,6;10/06/23;;;;;;
82075;Pz;25,2;10/06/23;;;;;;
82076;Pz;9,66;10/06/23;;;;;;
82077;Pz;9,31;10/06/23;;;;;;
82078;Pz;14;10/06/23;;;;;;
82079;Pz;11,6;10/06/23;;;;;;
82080;Pz;15,2;10/06/23;;;;;;
82081;Pz;11,6;10/06/23;;;;;;
82082;Pz;15,2;10/06/23;;;;;;
82083;Pz;19,7;10/06/23;;;;;;
85773;Pz;5,42;10/06/23;;;;;;
85774;Pz;7,08;10/06/23;;;;;;
64429;Pz;5,15;10/06/23;;;;;;
64430;Pz;7,32;10/06/23;;;;;;
64431;Pz;23,5;10/06/23;;;;;;
64432;Pz;13,1;10/06/23;;;;;;
90954;Pz;4,36;10/06/23;;;;;;
90955;Pz;6,09;10/06/23;;;;;;
90968;Pz;20,7;10/06/23;;;;;;
90969;Pz;45,6;10/06/23;;;;;;
90970;Pz;80,9;10/06/23;;;;;;
83769;Pz;2,51;10/06/23;;;;;;
83771;Pz;4,27;10/06/23;;;;;;
83772;Pz;2,51;10/06/23;;;;;;
83773;Pz;4,02;10/06/23;;;;;;
83782;Pz;7,03;10/06/23;;;;;;
84177;Pz;3,01;10/06/23;;;;;;
84178;Pz;3,01;10/06/23;;;;;;
2883;Pz;64,8;10/06/23;;;;;;
2884;Pz;93,6;10/06/23;;;;;;
2887;Pz;134,2;10/06/23;;;;;;
2888;Pz;135,2;10/06/23;;;;;;
2889;Pz;193,9;10/06/23;;;;;;
2890;Pz;135,5;10/06/23;;;;;;
40885;Pz;92,1;10/06/23;;;;;;
40886;Pz;167,7;10/06/23;;;;;;
76782;Pz;13,8;10/06/23;;;;;;
76783;Pz;13,8;10/06/23;;;;;;
76784;Pz;14,2;10/06/23;;;;;;
76785;Pz;14,2;10/06/23;;;;;;
74519;Pz;6,56;10/06/23;;;;;;
74520;Pz;14,2;10/06/23;;;;;;
90956;Pz;4,03;10/06/23;;;;;;
90957;Pz;4,7;10/06/23;;;;;;
90958;Pz;4,03;10/06/23;;;;;;
90959;Pz;5,81;10/06/23;;;;;;
90960;Pz;5,4;10/06/23;;;;;;
90961;Pz;5,36;10/06/23;;;;;;
90962;Pz;5,95;10/06/23;;;;;;
90963;Pz;6,53;10/06/23;;;;;;
90964;Pz;6,99;10/06/23;;;;;;
90965;Pz;6,65;10/06/23;;;;;;
90966;Pz;7,24;10/06/23;;;;;;
20713;Pz;34,2;10/06/23;;;;;;
20715;Pz;28,7;10/06/23;;;;;;
36832;Pz;25,6;10/06/23;;;;;;
50820;Pz;2,14;10/06/23;;;;;;
50821;Pz;20,7;10/06/23;;;;;;
50822;Pz;82,7;10/06/23;;;;;;
58651;Pz;28,2;10/06/23;;;;;;
62487;Pz;8,44;10/06/23;;;;;;
62488;Pz;90;10/06/23;;;;;;
70659;Pz;27,3;10/06/23;;;;;;
71575;Pz;42,3;10/06/23;;;;;;
71576;Pz;61,3;10/06/23;;;;;;
61374;Pz;101,9;10/06/23;;;;;;
73237;Pz;18,3;10/06/23;;;;;;
73238;Pz;14;10/06/23;;;;;;
73239;Pz;1,91;10/06/23;;;;;;
383;Pz;46,2;10/06/23;;;;;;
59361;Pz;80,7;10/06/23;;;;;;
73916;Pz;195,5;10/06/23;;;;;;
73917;Pz;22,2;10/06/23;;;;;;
52563;Pz;324,2;10/06/23;;;;;;
52564;Pz;17,7;10/06/23;;;;;;
52565;Pz;1,07;10/06/23;;;;;;
52566;Pz;1,77;10/06/23;;;;;;
52567;Pz;7,72;10/06/23;;;;;;
58724;Pz;263;10/06/23;;;;;;
2436;Pz;7,25;10/06/23;;;;;;
2437;Pz;10,5;10/06/23;;;;;;
99855;Pz;4,83;10/06/23;;;;;;
99856;Pz;10,4;10/06/23;;;;;;
99857;Pz;11;10/06/23;;;;;;
99858;Pz;5,51;10/06/23;;;;;;
99859;Pz;5,9;10/06/23;;;;;;
35040;Pz;84,4;10/06/23;;;;;;
35041;Pz;114,6;10/06/23;;;;;;
88840;Pz;6,52;10/06/23;;;;;;
88841;Pz;6,52;10/06/23;;;;;;
56919;Pz;44,7;10/06/23;;;;;;
9906;Pz;10,3;10/06/23;;;;;;
9907;Pz;15,2;10/06/23;;;;;;
35042;Pz;74,3;10/06/23;;;;;;
35043;Pz;94;10/06/23;;;;;;
6191;Pz;1,74;10/06/23;;;;;;
6192;Pz;2,22;10/06/23;;;;;;
6193;Pz;3,1;10/06/23;;;;;;
6431;Pz;1,65;10/06/23;;;;;;
6432;Pz;2,56;10/06/23;;;;;;
6433;Pz;2,8;10/06/23;;;;;;
6434;Pz;3,87;10/06/23;;;;;;
6435;Pz;6,14;10/06/23;;;;;;
6436;Pz;7,73;10/06/23;;;;;;
6437;Pz;2,87;10/06/23;;;;;;
6438;Pz;3,46;10/06/23;;;;;;
6439;Pz;4,35;10/06/23;;;;;;
6440;Pz;5,59;10/06/23;;;;;;
6441;Pz;7,96;10/06/23;;;;;;
6442;Pz;9,46;10/06/23;;;;;;
6443;Pz;13,3;10/06/23;;;;;;
6444;Pz;1,74;10/06/23;;;;;;
6445;Pz;2,22;10/06/23;;;;;;
6446;Pz;3,1;10/06/23;;;;;;
45814;Pz;2,87;10/06/23;;;;;;
45815;Pz;3,46;10/06/23;;;;;;
45816;Pz;4,35;10/06/23;;;;;;
45817;Pz;5,59;10/06/23;;;;;;
45818;Pz;7,96;10/06/23;;;;;;
45819;Pz;9,46;10/06/23;;;;;;
45820;Pz;13,3;10/06/23;;;;;;
45821;Pz;1,71;10/06/23;;;;;;
45822;Pz;2,55;10/06/23;;;;;;
45823;Pz;3,15;10/06/23;;;;;;
45831;Pz;1,65;10/06/23;;;;;;
45832;Pz;2,56;10/06/23;;;;;;
45833;Pz;2,8;10/06/23;;;;;;
45834;Pz;3,87;10/06/23;;;;;;
45835;Pz;6,14;10/06/23;;;;;;
45836;Pz;7,73;10/06/23;;;;;;
80803;Pz;2,24;10/06/23;;;;;;
80804;Pz;2,98;10/06/23;;;;;;
80805;Pz;1,68;10/06/23;;;;;;
80806;Pz;2,29;10/06/23;;;;;;
80807;Pz;2,56;10/06/23;;;;;;
80808;Pz;2,8;10/06/23;;;;;;
80809;Pz;6,14;10/06/23;;;;;;
45198;Pz;12;10/06/23;;;;;;
45199;Pz;21,2;10/06/23;;;;;;
45200;Pz;25,7;10/06/23;;;;;;
45201;Pz;31,7;10/06/23;;;;;;
45202;Pz;5,39;10/06/23;;;;;;
45203;Pz;7,71;10/06/23;;;;;;
45204;Pz;8,82;10/06/23;;;;;;
45205;Pz;11,2;10/06/23;;;;;;
70281;Pz;17;10/06/23;;;;;;
70282;Pz;6,43;10/06/23;;;;;;
70455;Pz;10,8;10/06/23;;;;;;
70456;Pz;11,8;10/06/23;;;;;;
70459;Pz;4,42;10/06/23;;;;;;
70460;Pz;5,44;10/06/23;;;;;;
1185;Pz;4,84;10/06/23;;;;;;
45912;Pz;14,6;10/06/23;;;;;;
20383;Pz;14,2;10/06/23;;;;;;
90991;Pz;13,6;10/06/23;;;;;;
90992;Pz;16,7;10/06/23;;;;;;
23174;Pz;4,15;10/06/23;;;;;;
36894;Pz;4,15;10/06/23;;;;;;
37320;Pz;8,63;10/06/23;;;;;;
38021;Pz;13,5;10/06/23;;;;;;
86248;Pz;3,84;10/06/23;;;;;;
23178;Pz;13;10/06/23;;;;;;
23180;Pz;13,1;10/06/23;;;;;;
23181;Pz;13,6;10/06/23;;;;;;
23182;Pz;14,8;10/06/23;;;;;;
23184;Pz;15,4;10/06/23;;;;;;
52381;Pz;14;10/06/23;;;;;;
99519;Pz;4,32;10/06/23;;;;;;
52183;Pz;11,6;10/06/23;;;;;;
52184;Pz;11,6;10/06/23;;;;;;
52334;Pz;7,05;10/06/23;;;;;;
68488;Pz;7,22;10/06/23;;;;;;
5002;Pz;19,7;10/06/23;;;;;;
5003;Pz;6,71;10/06/23;;;;;;
5004;Pz;11;10/06/23;;;;;;
5005;Pz;16,5;10/06/23;;;;;;
5006;Pz;16,5;10/06/23;;;;;;
22821;Pz;12,9;10/06/23;;;;;;
51703;Pz;8,75;10/06/23;;;;;;
51704;Pz;10,9;10/06/23;;;;;;
24172;Pz;8,66;10/06/23;;;;;;
28403;Pz;8,66;10/06/23;;;;;;
55374;Pz;117;10/06/23;;;;;;
2624;Pz;280;10/06/23;;;;;;
2625;Pz;38,9;10/06/23;;;;;;
73781;Pz;91;10/06/23;;;;;;
73782;Pz;20;10/06/23;;;;;;
97651;Pz;327,7;10/06/23;;;;;;
15029;Pz;0,88;10/06/23;;;;;;
15030;Pz;1,01;10/06/23;;;;;;
15031;Pz;1,09;10/06/23;;;;;;
15033;Pz;1,33;10/06/23;;;;;;
15034;Pz;3,47;10/06/23;;;;;;
15035;Pz;4,4;10/06/23;;;;;;
15036;Pz;5,6;10/06/23;;;;;;
51929;Pz;0,78;10/06/23;;;;;;
51930;Pz;0,91;10/06/23;;;;;;
51931;Pz;1,05;10/06/23;;;;;;
51932;Pz;1,34;10/06/23;;;;;;
51933;Pz;3,4;10/06/23;;;;;;
23971;Pz;6,41;10/06/23;;;;;;
321;Pz;5,75;10/06/23;;;;;;
322;Pz;5,75;10/06/23;;;;;;
323;Pz;5,75;10/06/23;;;;;;
324;Pz;15;10/06/23;;;;;;
80834;Pz;5,28;10/06/23;;;;;;
80835;Pz;5,748;10/06/23;;;;;;
80836;Pz;4,5;10/06/23;;;;;;
80837;Pz;5,748;10/06/23;;;;;;
80838;Pz;5,63;10/06/23;;;;;;
81835;CZ;13,5;10/06/23;;;;;;
88794;Pz;5,07;10/06/23;;;;;;
88795;Pz;5,07;10/06/23;;;;;;
88796;Pz;5,07;10/06/23;;;;;;
88797;Pz;9,47;10/06/23;;;;;;
45139;Pz;4,28;10/06/23;;;;;;
45140;Pz;4,88;10/06/23;;;;;;
45141;Pz;6,67;10/06/23;;;;;;
45142;Pz;8,98;10/06/23;;;;;;
64394;Pz;6,79;10/06/23;;;;;;
64395;Pz;6,79;10/06/23;;;;;;
64396;Pz;7,7;10/06/23;;;;;;
64397;Pz;7,7;10/06/23;;;;;;
64398;Pz;10,9;10/06/23;;;;;;
64399;Pz;11,1;10/06/23;;;;;;
73231;Pz;0,92;10/06/23;;;;;;
131;Pz;8,31;10/06/23;;;;;;
132;Pz;8,91;10/06/23;;;;;;
133;Pz;9,51;10/06/23;;;;;;
134;Pz;10,7;10/06/23;;;;;;
44978;Pz;4,54;10/06/23;;;;;;
44979;Pz;3,27;10/06/23;;;;;;
44980;Pz;1,8;10/06/23;;;;;;
44981;Pz;2,72;10/06/23;;;;;;
44982;Pz;4,27;10/06/23;;;;;;
44983;Pz;3,27;10/06/23;;;;;;
44984;Pz;2,89;10/06/23;;;;;;
44985;Pz;2,48;10/06/23;;;;;;
64406;Pz;1,57;10/06/23;;;;;;
64407;Pz;2,13;10/06/23;;;;;;
64408;Pz;2,89;10/06/23;;;;;;
64409;Pz;3,63;10/06/23;;;;;;
64410;Pz;3,96;10/06/23;;;;;;
64411;Pz;4,92;10/06/23;;;;;;
78793;Pz;2,68;10/06/23;;;;;;
78794;Pz;3,12;10/06/23;;;;;;
78795;Pz;3,52;10/06/23;;;;;;
78796;Pz;4,62;10/06/23;;;;;;
1146;Pz;2,9;10/06/23;;;;;;
79428;Pz;0,94;10/06/23;;;;;;
79429;Pz;1,09;10/06/23;;;;;;
79430;Pz;1,3;10/06/23;;;;;;
79920;Pz;3,65;10/06/23;;;;;;
79921;Pz;4,17;10/06/23;;;;;;
79922;Pz;5,19;10/06/23;;;;;;
79923;Pz;3,65;10/06/23;;;;;;
79924;Pz;4,17;10/06/23;;;;;;
79925;Pz;5,19;10/06/23;;;;;;
79926;Pz;3,65;10/06/23;;;;;;
79927;Pz;4,17;10/06/23;;;;;;
79928;Pz;5,19;10/06/23;;;;;;
79929;Pz;3,65;10/06/23;;;;;;
79930;Pz;4,17;10/06/23;;;;;;
79931;Pz;5,19;10/06/23;;;;;;
87211;Pz;3,67;10/06/23;;;;;;
87212;Pz;4,17;10/06/23;;;;;;
87213;Pz;5,19;10/06/23;;;;;;
87214;Pz;3,65;10/06/23;;;;;;
87215;Pz;4,17;10/06/23;;;;;;
87216;Pz;5,19;10/06/23;;;;;;
81848;CZ;6,72;10/06/23;;;;;;
63571;Pz;2,84;10/06/23;;;;;;
63572;Pz;2,84;10/06/23;;;;;;
63574;Pz;2,84;10/06/23;;;;;;
96429;Pz;7,03;10/06/23;;;;;;
88423;CZ;3,34;10/06/23;;;;;;
81836;CZ;12,4;10/06/23;;;;;;
81837;CZ;12,4;10/06/23;;;;;;
94633;Pz;5,92;10/06/23;;;;;;
94634;Pz;8,91;10/06/23;;;;;;
94635;Pz;9,51;10/06/23;;;;;;
94636;Pz;10,1;10/06/23;;;;;;
94637;Pz;10,7;10/06/23;;;;;;
94712;Pz;5,92;10/06/23;;;;;;
94713;Pz;8,91;10/06/23;;;;;;
94714;Pz;9,51;10/06/23;;;;;;
94715;Pz;10,1;10/06/23;;;;;;
94716;Pz;10,7;10/06/23;;;;;;
87734;Pz;50,7;10/06/23;;;;;;
87735;Pz;59,7;10/06/23;;;;;;
86412;Pz;307,7;10/06/23;;;;;;
86413;Pz;473,2;10/06/23;;;;;;
79949;Pz;146,1;10/06/23;;;;;;
79950;Pz;223,5;10/06/23;;;;;;
57170;Pz;46,7;10/06/23;;;;;;
57171;Pz;67,1;10/06/23;;;;;;
57173;Pz;38,5;10/06/23;;;;;;
57174;Pz;56,9;10/06/23;;;;;;
57175;Pz;127;10/06/23;;;;;;
71693;Pz;33,6;10/06/23;;;;;;
71694;Pz;45,1;10/06/23;;;;;;
85791;Pz;22,2;10/06/23;;;;;;
85792;Pz;43;10/06/23;;;;;;
85793;Pz;43,4;10/06/23;;;;;;
85794;Pz;65;10/06/23;;;;;;
73965;Pz;92,9;10/06/23;;;;;;
73966;Pz;92,9;10/06/23;;;;;;
73967;Pz;92,9;10/06/23;;;;;;
57169;Pz;14,6;10/06/23;;;;;;
81458;Pz;96,2;10/06/23;;;;;;
81855;Pz;34,8;10/06/23;;;;;;
84664;Pz;37,3;10/06/23;;;;;;
94721;Pz;5,99;10/06/23;;;;;;
64709;Pz;32,9;10/06/23;;;;;;
68490;Pz;30,6;10/06/23;;;;;;
68491;Pz;53,2;10/06/23;;;;;;
68492;Pz;100,2;10/06/23;;;;;;
68493;Pz;149,1;10/06/23;;;;;;
68545;Pz;29,8;10/06/23;;;;;;
73689;Pz;127,5;10/06/23;;;;;;
86377;Pz;232,7;10/06/23;;;;;;
86378;Pz;84,9;10/06/23;;;;;;
86380;Pz;209,7;10/06/23;;;;;;
86383;Pz;176,3;10/06/23;;;;;;
84592;Pz;84;10/06/23;;;;;;
84593;Pz;119,5;10/06/23;;;;;;
84594;Pz;340,2;10/06/23;;;;;;
30637;Pz;10,9;10/06/23;;;;;;
30638;Pz;14;10/06/23;;;;;;
81363;Pz;0,82;10/06/23;;;;;;
30635;Pz;5,88;10/06/23;;;;;;
10813;Pz;2,88;10/06/23;;;;;;
10814;Pz;4,45;10/06/23;;;;;;
12679;Pz;0,372;10/06/23;;;;;;
12680;Pz;0,33;10/06/23;;;;;;
12681;Pz;0,41;10/06/23;;;;;;
12682;Pz;0,59;10/06/23;;;;;;
12683;Pz;0,93;10/06/23;;;;;;
12684;Pz;1,42;10/06/23;;;;;;
12685;Pz;1,97;10/06/23;;;;;;
12686;Pz;2,71;10/06/23;;;;;;
12687;Pz;3,52;10/06/23;;;;;;
12688;Pz;4,48;10/06/23;;;;;;
12689;Pz;5,65;10/06/23;;;;;;
12690;Pz;6,43;10/06/23;;;;;;
18413;Pz;1,74;10/06/23;;;;;;
30460;Pz;0,327;10/06/23;;;;;;
32409;Pz;1,34;10/06/23;;;;;;
32410;Pz;1,31;10/06/23;;;;;;
32411;Pz;6,45;10/06/23;;;;;;
77786;Pz;8,98;10/06/23;;;;;;
77787;Pz;11,9;10/06/23;;;;;;
77788;Pz;15,8;10/06/23;;;;;;
77789;Pz;18,7;10/06/23;;;;;;
81004;Pz;22,8;10/06/23;;;;;;
81005;Pz;26,8;10/06/23;;;;;;
81365;Pz;0,98;10/06/23;;;;;;
81366;Pz;1,73;10/06/23;;;;;;
81367;Pz;2,36;10/06/23;;;;;;
81368;Pz;3,29;10/06/23;;;;;;
81369;Pz;4,28;10/06/23;;;;;;
81370;Pz;5,32;10/06/23;;;;;;
81371;Pz;6,72;10/06/23;;;;;;
81372;Pz;8,28;10/06/23;;;;;;
81373;Pz;9,64;10/06/23;;;;;;
81374;Pz;13,2;10/06/23;;;;;;
81375;Pz;16,1;10/06/23;;;;;;
86070;Pz;0,87;10/06/23;;;;;;
86071;Pz;0,92;10/06/23;;;;;;
86072;Pz;0,88;10/06/23;;;;;;
86073;Pz;0,96;10/06/23;;;;;;
86074;Pz;1,14;10/06/23;;;;;;
86075;Pz;1,48;10/06/23;;;;;;
86076;Pz;1,97;10/06/23;;;;;;
15095;Pz;0,11;10/06/23;;;;;;
52746;CZ;2,29;10/06/23;;;;;;
61677;CZ;1,43;10/06/23;;;;;;
86417;CZ;1,44;10/06/23;;;;;;
86418;CZ;1,6;10/06/23;;;;;;
86419;CZ;1,85;10/06/23;;;;;;
13525;Pz;0,097;10/06/23;;;;;;
13526;Pz;0,112;10/06/23;;;;;;
13527;Pz;0,135;10/06/23;;;;;;
13528;Pz;0,174;10/06/23;;;;;;
43729;Pz;5,7;10/06/23;;;;;;
70902;Pz;6,16;10/06/23;;;;;;
72799;Pz;17,1;10/06/23;;;;;;
46986;Pz;14,3;10/06/23;;;;;;
70283;Pz;5,73;10/06/23;;;;;;
70284;Pz;12,1;10/06/23;;;;;;
96150;Pz;5,42;10/06/23;;;;;;
49318;Pz;27,8;10/06/23;;;;;;
3586;Pz;6,56;10/06/23;;;;;;
3587;Pz;3,07;10/06/23;;;;;;
3973;Pz;16,4;10/06/23;;;;;;
70396;Pz;17,5;10/06/23;;;;;;
3971;Pz;14,7;10/06/23;;;;;;
3972;Pz;3,94;10/06/23;;;;;;
97509;Pz;5,31;10/06/23;;;;;;
50257;Pz;9,51;10/06/23;;;;;;
63258;Pz;3,89;10/06/23;;;;;;
88524;Pz;5,92;10/06/23;;;;;;
94647;Pz;7,12;10/06/23;;;;;;
99252;Pz;12,5;10/06/23;;;;;;
45206;Pz;2,57;10/06/23;;;;;;
2295;Pz;3,45;10/06/23;;;;;;
15400;Pz;1,11;10/06/23;;;;;;
6697;CZ;2,71;10/06/23;;;;;;
56923;Pz;1,41;10/06/23;;;;;;
8144;CZ;2,34;10/06/23;;;;;;
57660;CZ;2,04;10/06/23;;;;;;
50955;Pz;43,3;10/06/23;;;;;;
50958;Pz;9,82;10/06/23;;;;;;
50959;Pz;9,82;10/06/23;;;;;;
50960;Pz;10,8;10/06/23;;;;;;
50961;Pz;5,35;10/06/23;;;;;;
50962;Pz;27;10/06/23;;;;;;
50963;Pz;3,65;10/06/23;;;;;;
50964;Pz;4,11;10/06/23;;;;;;
50965;Pz;5,24;10/06/23;;;;;;
50966;Pz;5,84;10/06/23;;;;;;
50967;Pz;7,12;10/06/23;;;;;;
50968;Pz;8,71;10/06/23;;;;;;
50969;Pz;9,88;10/06/23;;;;;;
50970;Pz;9,77;10/06/23;;;;;;
50971;Pz;30,8;10/06/23;;;;;;
50972;Pz;33;10/06/23;;;;;;
50973;Pz;3,53;10/06/23;;;;;;
50974;Pz;3,65;10/06/23;;;;;;
50975;Pz;4,11;10/06/23;;;;;;
50976;Pz;4,11;10/06/23;;;;;;
50977;Pz;4,49;10/06/23;;;;;;
50978;Pz;5,24;10/06/23;;;;;;
50979;Pz;5,4;10/06/23;;;;;;
50980;Pz;191,1;10/06/23;;;;;;
50981;Pz;10,8;10/06/23;;;;;;
50982;Pz;9,13;10/06/23;;;;;;
50983;Pz;9,13;10/06/23;;;;;;
50984;Pz;9,72;10/06/23;;;;;;
50985;Pz;11;10/06/23;;;;;;
50986;Pz;53,4;10/06/23;;;;;;
50987;Pz;106,2;10/06/23;;;;;;
50988;Pz;26,6;10/06/23;;;;;;
50995;Pz;3,4;10/06/23;;;;;;
50996;Pz;3,22;10/06/23;;;;;;
50997;Pz;4,22;10/06/23;;;;;;
50998;Pz;4,57;10/06/23;;;;;;
50999;Pz;5,18;10/06/23;;;;;;
51000;Pz;5,68;10/06/23;;;;;;
51001;Pz;3,22;10/06/23;;;;;;
51002;Pz;3,32;10/06/23;;;;;;
51003;Pz;3,8;10/06/23;;;;;;
51004;Pz;4,36;10/06/23;;;;;;
51005;Pz;4,83;10/06/23;;;;;;
51006;Pz;5,23;10/06/23;;;;;;
51007;Pz;3;10/06/23;;;;;;
51008;Pz;4,01;10/06/23;;;;;;
51009;Pz;4,44;10/06/23;;;;;;
51029;Pz;13,1;10/06/23;;;;;;
51030;Pz;14,4;10/06/23;;;;;;
51031;Pz;19,2;10/06/23;;;;;;
51032;Pz;10,3;10/06/23;;;;;;
51033;Pz;10,3;10/06/23;;;;;;
