conto;denominazione;denominazione_2;email;website;indirizzo;cap;citta;provincia;codice_fiscale;partita_iva;telefono;fax;attivo;accesso;password;ultimo_aggiornamento;token
230106196;FORMA 2000 SPA;NULL;info@forma2000.it;www.forma2000.it;VIA GIUSEPPE DI VITTORIO, 25;30029;SAN STINO DI LIVENZA;VE;287760938;3097200277;421461411;421461450;A;NULL;NULL;2023-09-26 11:13:52.553;NULL
230106197;O.R.M.A.D. SRL;NULL;amministrazione@ormadsrl.it;www.ormadsrl.com;VIA PAOLO VERONESE, 220;10148;TORINO;TO;4409600014;4409600014;110745625;NULL;A;NULL;NULL;2023-09-20 15:31:19.033;NULL
230106200;FRAMA SRL;NULL;info@framavetri.it;www.framavetri.it;LOCALITA' PLAN FELINAZ, 21;11020;CHARVENSOD;AO;1159540077;1159540077;165361255;165361320;A;NULL;NULL;2023-09-13 09:29:14.177;NULL
230106202;G.P.B. DI PANIZZA DAVIDE & C. SAS;NULL;simona@gpbsas.it;NULL;VIALE GUGLIELMO MARCONI, 60;28021;BORGOMANERO;NO;403340037;403340037;32282494;322841661;A;NULL;NULL;2023-07-24 14:15:16.320;NULL
230106203;PALAGINA SRL;NULL;info@palagina.eu;www.palagina.eu;VIA DELLA PALAGINA, 39;50054;FUCECCHIO;FI;4607720481;4607720481;571295144;571297756;A;NULL;NULL;2023-09-26 11:03:20.920;NULL
230106204;GAROFOLI SPA;NULL;info@garofoli.com;www.garofoli.com;VIA RECANATESE, 37;60022;CASTELFIDARDO;AN;323420422;323420422;71780380;71780380;A;NULL;NULL;2023-09-08 14:24:58.870;NULL
230106208;BINDERHOLZ BAUSYSTEME GMBH;NULL;NULL;NULL;ZILLERTALSTRASSE, 39;0;6263 FUGEN;NULL;U62322711;NULL;NULL;NULL;A;NULL;NULL;2023-01-11 16:09:59.000;NULL
230106209;GIACOLETTI ANTONIO;NULL;info@giacoletti.net;www.giacoletti.net;VIA GIOVAN BATTISTA FACCHINETTI, 15;13100;VERCELLI;VC;GCLNTN50H28L750Q;353670029;161393400;161393477;A;NULL;NULL;2023-01-25 15:22:15.000;NULL
230106210;PARENTI SRL;NULL;info@parentisrl.com;parentisrl.com;VIA DELLA MECCANICA, 14;41018;SAN CESARIO SUL PANARO;MO;2751820362;2751820362;59923917;59927990;A;NULL;NULL;2023-08-08 09:22:42.717;NULL
230106214;GIROLAMI SRL;NULL;info@girolami.eu;www.girolami.eu;VIA ROMA, 12;60;SANT'ORESTE;RM;13523291006;13523291006;761507249;761509273;A;NULL;NULL;2023-07-18 10:23:49.910;NULL
230106217;PERAZZONE SRL;NULL;amministrazione@perazzone.it;perazzonecereali.com;VIA PIETRO ZIA, 9;13882;CERRIONE;BI;260190020;260190020;15671304;152583019;A;NULL;NULL;2023-02-08 09:38:39.000;NULL
230106219;MAK HOLZ GMBH & CO KG;NULL;NULL;NULL;A-9111 HAIMBURG, 52;0;AUSTRIA;NULL;ATU69685557;NULL;NULL;NULL;A;NULL;NULL;2022-12-12 14:40:29.000;NULL
230106225;PETER GRAGGABER GMBH;NULL;NULL;NULL;NEGGEMDORF 92;0;5585 UNTEMBERG;NULL;ATU49722108;NULL;NULL;NULL;A;NULL;NULL;2023-07-20 17:49:15.683;NULL
230106229;HOLZINDUSTRIE KIRNBAUER FRANZ KIRNBAUER KG;NULL;office@kirnbauer.at;NULL;GASTEIL 9;0;PRIGGLITZ;NULL;ATU19534608;NULL;43266243514;43266243520;A;NULL;NULL;2023-06-13 15:40:34.000;NULL
230106232;PR INDUSTRIAL SRL;NULL;info@pramac.com;www.pramac.com;LOCALITA' IL PIANO, SNC;53031;CASOLE D'ELSA;SI;6264860484;6264860484;5779651;577949076;A;NULL;NULL;2023-08-04 15:21:13.980;NULL
230106233;IDROTHERM 2000 SPA;NULL;commerciale@torinoresine.it;NULL;VIA PIO LA TORRE, 21 Z.I.;55032;CASTELNUOVO DI GARFAGNANA;LU;1179830466;1179830466;58365496;58362033;A;NULL;NULL;2023-07-24 08:46:56.000;NULL
230106234;IMAB GROUP SPA;NULL;info@imab.com;NULL;VIA L. FALASCONI 92;61033;FERMIGNANO;PU;111950416;111950416;722335701;NULL;A;NULL;NULL;2022-12-12 14:40:29.000;NULL
230106235;IN FORMA SRL;NULL;info@informa-srl.it;informa-srl.it;VIA DELL'INDUSTRIA, 28;35030;ROVOLON;PD;8151420968;8151420968;492327471;3961811216;A;NULL;NULL;2023-07-19 16:55:26.147;NULL
230106237;IN.CO.FIN SRL;NULL;info@incofin.it;www.incofin.it;VIA CELESTE MILANI, 14;21040;ORIGGIO;VA;6038170152;6038170152;293581670;293581064;A;NULL;NULL;2023-04-14 11:02:37.837;NULL
230106238;PRESSMATIC SRL;NULL;info@pressmatic.it;www.pressmatic.it;VIA SAN MICHELE, 1;21057;OLGIATE OLONA;VA;353180128;353180128;331649669;331649133;A;NULL;NULL;2023-06-26 09:25:52.000;NULL
230106239;IN.EL.PI. SPA;NULL;inelpispa@tin.it;inelpispa.it;VIALE INDUSTRIA, 2;14055;COSTIGLIOLE D'ASTI;AT;172790057;172790057;141969494;141969373;A;NULL;NULL;2023-09-15 08:34:33.977;NULL
230106240;INCAS SPA;NULL;info@incasgroup.com;www.incasgroup.com;VIA MILANO, 16;13856;VIGLIANO BIELLESE;BI;1264020023;1264020023;158130311;NULL;A;NULL;NULL;2022-12-12 14:40:29.000;NULL
230106241;R.E.B. DI BROGGIO GIANCARLO;NULL;amministrazione@rebricambi.it;www.rebricambi.it;VIA PRIVATA TEVERE, 21-21/A;28078;ROMAGNANO SESIA;NO;BRGGCR61A30F952N;1310080039;163826110;163826110;A;NULL;NULL;2023-09-12 11:51:33.000;NULL
230106244;RENOLIT TECNO IMAC SRL;NULL;info@tecnoimac.com;www.tecnoimac.com;VIA DELLA STAZIONE AURELIA, 185;165;ROMA;RM;14933071004;14933071004;666418143;666418143;A;NULL;NULL;2023-04-07 10:55:14.000;NULL
230106245;RESINCONDOTTE SRL;NULL;resincondotte@resincondotte.it;NULL;VIA CARLO ALBERTO, 31;10100;TORINO;TO;NULL;1142600012;112261661;112261605;A;NULL;NULL;2023-09-12 17:39:47.633;NULL
230106250;RIBOLA RETIFICIO SRL;NULL;vendite@retificioribola.it;www.retificioribola.it;VIA DEL CAMPASSO, 19;25040;CORTE FRANCA;BS;526010178;526010178;309828358;309828311;A;NULL;NULL;2023-09-22 10:12:32.000;NULL
230106253;RIGOSALOTTI SRL;NULL;info@rigosalotti.it;www2.rigosalotti.it;VIA PONTE DI SOTTO, 31/A;33070;BRUGNERA;PN;605630938;605630938;434624680;434624842;A;NULL;NULL;2023-09-19 16:05:19.780;NULL
230106254;RINOVIS SPA;NULL;mauro@rinovis.it;NULL;VIA MARTINA N. 2;13873;MASSAZZA;BI;1241330024;1241330024;161852016;NULL;A;NULL;NULL;2023-05-24 09:26:57.000;NULL
230106259;SISOLUTION SRL;NULL;info@sisolution.it;sisolution.it;VIA FIENO, 3;20123;MILANO;MI;8723230960;8723230960;331234997;331235742;A;NULL;NULL;2023-08-04 09:45:06.000;NULL
230106264;STUDIO ASS SANDRINELLI VERONESE;NULL;sandrinelli.veronese@gmail.com;NULL;VICOLO ZARDETTI 1;28885;PIEDIMULERA;VB;2030280032;2030280032;32483586;324340350;A;NULL;NULL;2023-02-16 14:41:34.000;NULL
230106265;TAD I TOP SRL;NULL;commerciale@taditop.com;www.taditop.com;VIA VENEZIA, 32;10088;VOLPIANO;TO;11457500012;11457500012;119267694;119267287;A;NULL;NULL;2023-09-05 17:42:36.000;NULL
230106266;TALARICO GIANNI;NULL;NULL;NULL;VIA XX SETTEMBRE N. 1/BIS;13876;SANDIGLIANO;BI;TLRGNN69D19A859O;1633100027;NULL;NULL;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230106268;TEK SYSTEM DI CHRISTIAN PESTARINI & C. SAS;NULL;info@teksystem.it;www.teksystem.it;PIAZZA GIOVANNI GIOLITTI, 3;20133;MILANO;MI;9052830966;9052830966;270637172;287264953;A;NULL;NULL;2023-03-31 09:16:20.000;NULL
230106269;TELWIN SPA;NULL;telwin@telwin.com;www.telwin.com;VIA DELLA TECNICA, 3;36030;VILLAVERLA;VI;3096440247;3096440247;445858811;445858800;A;NULL;NULL;2023-05-16 17:09:33.000;NULL
230106270;TENDAMAGGI ITALIA SRL;NULL;info@tendamaggiitalia.it;NULL;VIA SAN GIORGIO MARTIRE 22 A/B;0;BARI;BA;6844510724;6844510724;805217341;809643143;A;NULL;NULL;2023-07-26 16:31:51.560;NULL
230106272;THERMOROSSI SPA;NULL;info@thermorossi.it;www.thermorossi.com;VIA GRUMOLO, 4;36011;ARSIERO;VI;168470243;168470243;44571310;445741657;A;NULL;NULL;2023-09-12 11:52:45.000;NULL
230106274;TIPOGRAFIA GARIAZZO MARIO DI GARIAZZO BASILIO & ;C. SNC;gar@tipografiagariazzomario.191.it;NULL;VIA MILANO, 161;13856;VIGLIANO BIELLESE;BI;1490030028;1490030028;15811576;15811576;A;NULL;NULL;2023-03-08 15:19:39.000;NULL
230106275;TOYOTOMI EUROPE SALES ITALY SRL;NULL;tesitaly@toyotomi.eu;NULL;VIA LAZZARETTO 19;0;MILANO;MI;8773720969;8773720969;278620659;278620651;A;NULL;NULL;2022-12-16 10:24:13.240;NULL
230106276;TREEMME SRL;NULL;omar.franzino@tiscali.it;NULL;VIA P. ANAFESTO 1;31044;MONTEBELLUNA;TV;5059570266;5059570266;42321874;423601572;A;NULL;NULL;2023-07-03 10:00:03.000;NULL
230106279;TURBOSOL PRODUZIONE SRL;NULL;info@turbosol.it;turbosol.com;VIA ALESSANDRO VOLTA, 1;31030;BREDA DI PIAVE;TV;4038510261;4038510261;42290251;422904408;A;NULL;NULL;2023-06-01 11:06:32.220;NULL
230106283;UNI.EDIL SCARL;NULL;info@consorziouniedil.com;www.consorziouniedil.com;VIA VERNEA, 31;10042;NICHELINO;TO;8763250019;8763250019;114285297;NULL;A;NULL;NULL;2023-05-16 08:56:08.000;NULL
230106284;V.B. SRL;NULL;amministrazione@vbelectric.it;www.vbcablaggi.com;VIALE ALDO MORO, 25/27;26845;CODOGNO;LO;5503120965;5503120965;37732286;377430796;A;NULL;NULL;2023-08-04 08:42:16.000;NULL
230106285;RONDO SPAUDO CAV. ERALDO & FIGLI SRL;NULL;info@rondospaudo.com;www.rondospaudo.com;VIA IV NOVEMBRE, 22;13878;CANDELO;BI;181010026;181010026;152536129;152536142;A;NULL;NULL;2023-09-05 18:34:59.313;NULL
230106291;VITARELAX SRL;NULL;commerciale@vitarelax.it;www.vitarelax.it;VIA NICCOLO' COPERNICO, 81/85;47122;FORLI';FC;3645370408;3645370408;543751799;543751799;A;NULL;NULL;2023-03-20 12:07:06.000;NULL
230106292;VORTEK SRL;NULL;info@vortek.it;NULL;FRAZIONE VIEBOLCHE N. 23;13825;VALLE MOSSO;BI;2401150020;2401150020;15737714;157135949;A;NULL;NULL;2023-02-15 14:36:52.570;NULL
230106293;RUBINETTERIE EURORAMA SPA;NULL;NULL;www.eurorama.it;VIA DOTTORE PIETRO BOTTO, 8;13017;QUARONA;VC;186860029;186860029;NULL;163564084;A;NULL;NULL;2023-07-21 15:08:57.017;NULL
230106294;WEBER-STEPHEN PRODUCTS ITALIA SRL;NULL;info-italia@weberstephen.com;www.weber.com;VIALE DELLA REPUBBLICA, 46;36031;DUEVILLE;VI;6216490968;6216490968;444367911;444360597;A;NULL;NULL;2023-08-11 11:22:17.823;NULL
230106295;WIN PROJECT SRL;NULL;info@winproject.it;www.winproject.it;VIA ALESSANDRO VOLTA, 10;26861;FOMBIO;LO;5280120964;5280120964;377433262;377319119;A;NULL;NULL;2023-09-26 09:23:52.560;NULL
230106297;S.C. NOUL WOODEST SRL;NULL;NULL;NULL;SOSEAUA BORSULUI N. 45;0;ORADEA BIHOR ROMANIA;NULL;RO16272885;NULL;NULL;NULL;A;NULL;NULL;2023-07-24 10:30:33.000;NULL
230106298;S.C. POSAFLO SRL;NULL;flo2784@yahoo.it;NULL;SAT RACOVA, COM.RACOVA NR. 2;0;JUDET BACAU - ROMANIA;NULL;RO42274044;NULL;NULL;NULL;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230106300;S.M.C. ITALIA SRL;NULL;info@familybedding.it;familybedding.it;VIA GRAN SASSO, 6;20823;LENTATE SUL SEVESO;MB;7128180150;12059170154;362560566;362572728;A;NULL;NULL;2023-09-20 11:20:50.777;NULL
230106301;S.P.T. DI SCLAVERANO PAOLO & C. Sas;NULL;paolosclaverano@aliceposta.it;NULL;C.SO EINAUDI, 30;10129;TORINO;TO;NULL;9757580015;117073573;117073573;A;NULL;NULL;2023-05-02 15:06:19.000;NULL
230106302;SABRE ITALIA SRL;NULL;info@sabreitalia.com;www.sabreitalia.com;VIA SPINA', 9;36033;ISOLA VICENTINA;VI;498100247;498100247;444977655;444977200;A;NULL;NULL;2023-04-19 11:49:35.000;NULL
230106303;SAFIT FERRAMENTA ITALIANA TORINO SRL;NULL;amministrazione@safit.it;safit.it;VIA ALA DI STURA, 87;10148;TORINO;TO;469570014;469570014;112202467;112260808;A;NULL;NULL;2023-09-20 08:56:30.693;NULL
230106304;SAMOA SRL;NULL;info@samoadivani.com;www.samoadivani.com;VIA I MAGGIO, 9/11;31014;COLLE UMBERTO;TV;2177330269;2177330269;438388179;438430482;A;NULL;NULL;2023-07-19 17:24:21.430;NULL
230106307;SAVIS SRL;NULL;info@savis.it;www.savis.it;CORSO PIEMONTE, 51;10099;SAN MAURO TORINESE;TO;7563510010;7563510010;112236862;112749676;A;NULL;NULL;2023-04-19 11:50:16.000;NULL
230106310;SEGHERIA GIORDANO SRL;NULL;info@segheriagiordano.com;NULL;FRAZIONE PIANE 4/A,;13021;ALAGNA VALSESIA;VC;2475670028;2475670028;16391802;16391802;A;NULL;NULL;2023-03-15 15:41:14.800;NULL
230106312;SIMET SRL;NULL;info@simetedilizia.com;NULL;TANGENZIALE SUD N. 90;13100;VERCELLI;VC;NULL;1780170021;161597268;NULL;A;NULL;NULL;2023-09-08 16:28:41.147;NULL
230106318;GUALDI LEGNAMI SNC DI GUALDI GIANMARCO & C.;NULL;commerciale@gualdilegnami.it;gualdilegnami.it;VIA ROMA, 10;38083;BORGO CHIESE;TN;120620224;120620224;465621032;465621878;A;NULL;NULL;2023-09-20 16:41:37.890;NULL
230106319;SOCIETA' LEGNAMI PAGANONI SPA;NULL;info@pec.legnamipaganoni.it;www.legnamipaganoni.it;VIA DELLE CANOVINE, 29;24126;BERGAMO;BG;1961270160;1961270160;35325611;35325699;A;NULL;NULL;2023-09-01 10:57:21.807;NULL
230106325;BIELLALEGNO DEI F.LLI PRATO SNC;NULL;info@pratolegnami.it;www.biellalegno.it;VIA MILANO, 90/BIS;13900;BIELLA;BI;1700430026;1700430026;152522167;152522167;A;NULL;NULL;2023-05-24 14:34:43.990;NULL
230106345;FIORENTINO PIETRO;NULL;NULL;NULL;VIA ANDREA SANSOVINO, 243/13 D;10151;TORINO;TO;FRNPTR60C20F979R;5677310012;11280790;1119706773;A;NULL;NULL;2023-08-28 09:37:48.000;NULL
230106349;HASSLACHER PREDING HOLZINDUSTRIE GMBH;NULL;NULL;NULL;PREDING 225;0;PREDING;NULL;ATU65107626;NULL;NULL;NULL;A;NULL;NULL;2022-12-12 14:40:29.000;NULL
230106354;VISTARINI SRL;NULL;info@hpv-vistarini.it;www.vistarini.it;VIA L.COMOLI, 168;28887;OMEGNA;VB;124760034;124760034;323863558;NULL;A;NULL;NULL;2023-03-01 11:44:21.513;NULL
230106373;A.E.M. ATTREZZATURE EDILI MAIOLI SRL;NULL;aemmaioli@gmail.com;www.aemaioli.it;VIA MAESTA', 14;25080;PREVALLE;BS;499130177;1531020988;306801107;306801107;A;NULL;NULL;2022-12-21 08:25:02.000;NULL
230106375;MONDIN IMO E FIGLI SNC;NULL;info@mondin.net;www.bigmatmondinimoedilizia.com;STRADA CANTONE GIRONETTA, 1;13900;BIELLA;BI;1444630022;1444630022;15561256;152460784;A;NULL;NULL;2023-05-11 15:08:53.300;NULL
230106400;O.S.C.A.M. SRL;NULL;info@oscam.com;www.oscam.com;VIA CANELLI, 104/106;10127;TORINO;TO;3760770010;3760770010;116635656;116633140;A;NULL;NULL;2023-04-20 08:47:54.000;NULL
230106427;TEKNIKA SRL;NULL;NULL;NULL;VIA BORGOMANERO 42;28012;CRESSA;NO;2281340030;2281340030;322858705;NULL;A;NULL;NULL;2023-09-13 11:40:28.113;NULL
230106473;FARAD SRL;NULL;info@faradsrl.it;faradsrl.it;VIA DI LE PRATA, 109/111;50041;CALENZANO;FI;1577710518;2292120488;558879077;NULL;A;NULL;NULL;2023-07-04 17:04:08.280;NULL
230106537;LIVITH SPA;NULL;NULL;NULL;VIA ADIGE 2;50025;MONTESPERTOLI;FI;6496100485;6496100485;NULL;NULL;A;NULL;NULL;2023-04-03 14:57:13.700;NULL
230106602;F.LLI BOSCARO SRL;NULL;commerciale@fratelliboscaro.it;www.biogenera.net;VIA LIBERTA', 50;13856;VIGLIANO BIELLESE;BI;2288140029;2288140029;15512268;15512971;A;NULL;NULL;2023-02-15 15:57:57.240;NULL
230106769;IMPR. SOGNO F.LLI & FIGLI SRL;NULL;natascia.m@impresasogno.it;NULL;REGIONE LOTTI;13030;GREGGIO;VC;466790011;1383640024;161730146;NULL;A;NULL;NULL;2022-12-12 14:40:30.000;NULL
230106802;FABBRI SALOTTI SRL;NULL;info@fabbrisalotti.it;fabbrisalotti.it;VIA DEL LAVORO, 58/60;45019;TAGLIO DI PO;RO;91780296;91780296;4263462045;426660973;A;NULL;NULL;2023-05-03 17:29:23.840;NULL
230106803;BINDERHOLZ KOSCHING GMBH;NULL;NULL;NULL;EINSTEINSTRASSE, 9;0; KOSCHING - INTERPARK;NULL;DE814322430;NULL;NULL;NULL;A;NULL;NULL;2022-12-12 14:40:30.000;NULL
230106806;BOLZONELLA BENIAMINO;NULL;bbolzonella1@gmail.com;NULL;VIA GIUSEPPE MAZZINI, 25;13876;SANDIGLIANO;BI;BLZBMN67E01A859M;1610200022;NULL;NULL;A;NULL;NULL;2023-03-22 14:37:31.000;NULL
230106811;STONES SRL;NULL;info@stones.it;www.stones.it;VIA PROVINCIALE, 21;61025;MONTELABBATE;PU;888860418;888860418;721494911;721498664;A;NULL;NULL;2023-09-11 14:19:30.040;NULL
230106813;VEBEX SRL;NULL;info@vebex.it;www.vebex.it;VIA ALFREDO DI DIO, 16;20002;OSSONA;MI;9473460963;9473460963;NULL;NULL;A;NULL;NULL;2023-07-14 09:47:45.000;NULL
230106814;GREEN WORK SRL;NULL;NULL;NULL;VIA GIOVANNI CARLO CAVALLI, 28 BIS;10138;TORINO;TO;11987600019;11987600019;NULL;NULL;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230106817;ACQUA DRIN DI MASSAZZA MASSIMO;NULL;acqua.drin@alice.it;NULL;VIA DEGLI ARTIGIANI, 8;13856;VIGLIANO BIELLESE;BI;MSSMSM63A03D094C;2516320021;15811183;NULL;A;NULL;NULL;2023-03-01 08:28:57.000;NULL
230106825;THERMOMAT SANILINE SRL;NULL;info@thermomat.com;thermomat.com;VIA MADAME MARIE CURIE, 7;46034;BORGO VIRGILIO;MN;2001770201;2001770201;376448428;NULL;A;NULL;NULL;2023-09-05 17:38:49.000;NULL
230106836;LEICA GEOSYSTEMS SPA;NULL;surveyng@leica-geosystems.com;leica-geosystems.com;VIA CODOGNINO, 10;26854;CORNEGLIANO LAUDENSE;LO;12090330155;12090330155;37169731;371697337;A;NULL;NULL;2023-07-04 17:03:52.567;NULL
230106849;NOVARVIT SPA;NULL;quality@novarvit.com;www.novarvit.com;VIA CARLO DOPPIERI, 11;28100;NOVARA;NO;224870030;224870030;321474021;321472285;A;NULL;NULL;2023-08-25 16:34:21.407;NULL
230106974;GHIBLI & WIRBEL SPA;NULL;ordini@ghibliwirbel.com;www.ghibliwirbel.com;VIA CIRCONVALLAZIONE, 5;27020;DORNO;PV;3976160287;3976160287;382848811;38284668;A;NULL;NULL;2023-09-22 10:43:20.000;NULL
230106981;PRAMAC SPA;NULL;info@pramac-lifter.com;NULL;LOCALITA' IL PIANO;53031;CASOLE D'ELSA;SI;NULL;1012470520;5779651;NULL;A;NULL;NULL;2023-02-16 17:20:17.193;NULL
230107070;IDROCENTRO SPA;NULL;info@idrocentroedilizia.com;idrocentro.com;VIA CIRCONVALLAZIONE GIOVANNI GIOLITTI, 100;12030;TORRE SAN GIORGIO;CN;539530048;539530048;172403306;17296075;A;NULL;NULL;2023-06-09 10:37:55.200;NULL
230107105;BOLENGO GRAZIANO;NULL;gbolengo@gmail.com;NULL;VIA GARIBALDI  46;13878;CANDELO;BI;BLNGZN70H13A859E;2556890024;NULL;NULL;A;NULL;NULL;2023-02-14 17:39:16.000;NULL
230107134;PEROTTO EMANUELA & C. SAS;NULL;NULL;NULL;VIA UMBERTO, 39;13856;VIGLIANO BIELLESE;BI;1972880023;1972880023;15512220;3284314038;A;NULL;NULL;2023-03-09 09:43:10.000;NULL
230107158;MASTER SRL;NULL;NULL;NULL;STRADA DEI DOSSARELLI  N.45;29100;PIACENZA;PC;NULL;3599590969;0523/593000;0523/590891;A;NULL;NULL;2022-12-12 14:40:30.000;NULL
230107214;PILOSIO SRL;NULL;info@pilosio.com;NULL;VIA ZILIO, 1;31041;CORNUDA;TV;4091380263;4091380263;432435311;432570474;A;NULL;NULL;2023-04-14 15:11:22.047;NULL
230107216;RONCHETTA & C. S.R.L.;NULL;donatella@ronchetta.it;NULL;VIA BAGNERI 12;13817;SORDEVOLO;BI;186670022;186670022;152562304;152562675;A;NULL;NULL;2023-02-14 17:39:16.000;NULL
230107228;CENTRALTUBI SPA;NULL;info@tubi.net;tubi.net;VIA FOGLIA, 11;61026;LUNANO;PU;446590416;446590416;72270218;722721772;A;NULL;NULL;2023-05-10 14:22:47.000;NULL
230107266;SIMAR SRL;NULL;info@simarsrl.it;www.simarsrl.it;VIA GIUSEPPE DI VITTORIO, 20/A;85059;VIGGIANO;PZ;1642010761;1642010761;97561666;9751880303;A;NULL;NULL;2023-09-08 16:52:24.340;NULL
230107269;SOCIETA' ITALIANA TAPPETI SRL;NULL;export@sitap.it;www.sitap.it;VIA GIULIO NATTA, 37;29010;PONTENURE;PC;1113920332;1113920332;523519044;523511655;A;NULL;NULL;2023-05-30 16:16:48.920;NULL
230107307;GLASS 1989 SRL;NULL;info@glass1989.it;www.glass1989.it;VIA BAITE, 12/E;31046;ODERZO;TV;230610164;230610164;422816839;422816839;A;NULL;NULL;2023-09-08 17:40:27.380;NULL
230107326;BBC ELETTROPOMPE SRL;NULL;NULL;NULL;VIA G. DI VITTORIO, 9;61034;FOSSOMBRONE;PU;645320417;645320417;NULL;NULL;A;NULL;NULL;2022-12-12 14:40:30.000;NULL
230107334;NORDLAM GMBH;NULL;info@nordlam.com;NULL;GASEREISTRASSE 1;0;D-39126 MAGDEBURG;NULL;DE210228873;NULL;4903912888100;4903912888279;A;NULL;NULL;2023-04-05 15:23:50.557;NULL
230107349;FORGIAFER SRL;NULL;NULL;NULL;VIA DELL'ARTIGIANATO, 8;25012;CALVISANO;BS;1685860981;1685860981;NULL;NULL;A;NULL;NULL;2022-12-12 14:40:31.000;NULL
230107352;ATHENA SRL;NULL;colorificioathena@gmail.com;www.colorificioathena.com;VIA FELICE PIACENZA, 28;13900;BIELLA;BI;2037190028;2037190028;15405816;158400133;A;NULL;NULL;2023-05-18 13:31:31.000;NULL
230107427;ROPLAST SRL;NULL;NULL;NULL;VIA CASTEGNATE 86;24030;TERNO D'ISOLA;BG;820540169;820540169;NULL;NULL;A;NULL;NULL;2023-07-18 10:35:02.180;NULL
230107441;ALFANO LEGNAMI SPA;NULL;alfano@alfanolegnami.com;www.alfanolegnami.com;VIALE DELLA BELLA VILLA, 231;172;ROMA;RM;431840586;890511009;62678641;6263016;A;NULL;NULL;2023-03-23 08:39:22.427;NULL
230107529;RELAX SRL;NULL;info@relaxsrl.com;relaxsrl.com;VIA LEONARDO DA VINCI, 2/A;30020;TORRE DI MOSTO;VE;3409730276;3409730276;421323159;NULL;A;NULL;NULL;2023-08-10 09:08:28.097;NULL
230107530;PLURICOM SRL;NULL;press@inkiostrobianco.com;www.inkiostrobianco.com;VIA MONTE BIANCO, 55;41042;FIORANO MODENESE;MO;2074400355;2074400355;536803503;NULL;A;NULL;NULL;2023-06-16 16:23:51.473;NULL
230107591;TRES ITALIA SRL;NULL;NULL;NULL;VIA I MAGGIO, 13;20054;SEGRATE;MI;7967880969;7967880969;NULL;NULL;A;NULL;NULL;2023-02-14 16:39:52.000;NULL
230107610;FERLEGNO VERBANIA SRL;NULL;info@ferlegnoverbania.it;www.ferlegnoverbania.it;VIA MAURIZIO MULLER, 88/G;28921;VERBANIA;VB;1346270034;1346270034;323402099;32353899;A;NULL;NULL;2022-12-12 14:40:31.000;NULL
230107639;GEOLASER SRL;NULL;info@geolaser.net;www.geolaser.net;VIA FILATOIO, 45;10072;CASELLE TORINESE;TO;9586980014;9586980014;119963398;119963398;A;NULL;NULL;2023-05-22 10:22:54.000;NULL
230107777;BOSCARO PASQUALINO SRL;NULL;NULL;NULL;VIA LUSSEMBURGO 22;35127;PADOVA;PD;5421770289;5421770289;NULL;NULL;A;NULL;NULL;2023-02-14 17:39:16.000;NULL
230107780;CAMO SRL;NULL;info@camosrl.com;www.camosrl.com;VIA DELLA RESISTENZA, 9;41011;CAMPOGALLIANO;MO;1501180366;1501180366;59526864;59525102;A;NULL;NULL;2023-09-05 17:26:39.000;NULL
230107781;ELETTROMECCANICA CILIBERTO ANTONIO DI CILIBERTO MAURO;NULL;elettromeccanica.ciliberto@gmail.com;www.elettromeccanicaciliberto.it;CORSO GIOVANNI PAOLO II, 24;13100;VERCELLI;VC;CLBMRA75A08L750I;2555140025;16156396;16156396;A;NULL;NULL;2023-02-14 17:39:16.000;NULL
230107823;GRANDI LEGNAMI SAS DI GRANDI GIOVANNI & C;NULL;info@grandilegnami.it;www.grandilegnami.it;VIA SESTRIERE, 21;10060;CANDIOLO;TO;1537890012;1537890012;119934937;113113149;A;NULL;NULL;2023-04-28 11:46:48.663;NULL
230107865;CASTALDI PRIMO SRL;NULL;antonio@castaldiprimo.it;NULL;VIA CREVACUORE 8;13037;SERRAVALLE SESIA;VC;NULL;252050026;163450310;163459968;A;NULL;NULL;2022-12-23 10:59:55.267;NULL
230107880;METALLURGICA PIEMONTESE SPA;NULL;c.villari@mpcommercio.it;NULL;PIAZZA CRIMEA 7;0;TORINO;TO;9697980010;9697980010;112614029;112614007;A;NULL;NULL;2023-02-03 17:27:06.237;NULL
230107901;LIMONTA SPORT SPA;NULL;info@limontasport.com;www.limontasport.com;VIA CREMA, 60;24055;COLOGNO AL SERIO;BG;354970139;354970139;354812111;354812247;A;NULL;NULL;2023-05-10 14:46:49.000;NULL
230107904;ESTFELLER SRL;NULL;info@estfeller.com;www.estfeller.com;VIA NAZIONALE, 64;39040;ORA;BZ;884890211;884890211;471810089;471810875;A;NULL;NULL;2023-02-15 09:53:22.000;NULL
230107907;LORA ERRE SRL.;NULL;amministrazione@loraerre.it;www.loraerre.it;VIA VARESINA, 52/C;21040;JERAGO CON ORAGO;VA;2457320121;2457320121;331736802;331212840;A;NULL;NULL;2023-06-15 17:28:43.280;NULL
230107946;EDILTRAVET SRL;NULL;ediltravet@gmail.com;www.ediltravet.com;VIA PAPA GIOVANNI XXIII, 98 FRAZIONE: VERGNASCO;13882;CERRIONE;BI;1637690023;1637690023;15671547;152583675;A;NULL;NULL;2023-09-08 15:31:34.760;NULL
